;location_accesstype_title;charging_hour;utilization;connector_count;congested_connectors;energy_consumption;charging_minutes
2019-09-24 16:00:00;Public access - Free access;2019-09-24 16:00:00+00:00;3.3333333333333335;11.0;0.0;11.170537471612402;22.0
2019-09-24 17:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-24 18:00:00;Public access - Free access;2019-09-24 18:00:00+00:00;2.878787878787879;11.0;0.0;10.508336192109764;19.0
2019-09-24 19:00:00;Public access - Free access;2019-09-24 19:00:00+00:00;3.484848484848485;11.0;0.0;12.440429311620987;23.0
2019-09-24 20:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-24 21:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-24 22:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-24 23:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-25 00:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-25 01:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-25 02:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-25 03:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-25 04:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-25 05:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-25 06:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-25 07:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-25 08:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-25 09:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-25 10:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-25 11:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-25 12:00:00;Public access - Free access;2019-09-25 12:00:00+00:00;0.7575757575757576;11.0;0.0;0.35702009903874193;5.0
